,Nom,variable,value
785,Faitout Maouassa,Match2,5.5
786,Lea Siliki James,Match2,5.0
787,Grenier Clément,Match2,6.0
788,Johansson Jakob,Match2,
789,Camavinga Eduardo,Match2,7.0
790,Guitane Rafik,Match2,
791,Martin Jonas,Match2,
792,Del Castillo Romain,Match2,6.5
793,Jordan Siebatcheu,Match2,4.0
794,Niang M'Baye,Match2,6.0
795,Raphinha,Match2,
796,Sakho Diafra,Match2,
797,Petric Denis,Match2,
798,Lafont Alban,Match2,6.0
799,Olliero Alexandre,Match2,
800,Appiah Dennis,Match2,
801,Wagué Molla,Match2,
802,Lucas Lima,Match2,5.0
803,Fabio,Match2,5.0
804,Charles Traoré,Match2,5.0
805,Basila Thomas,Match2,
806,Pallois Nicolas,Match2,6.0
807,Touré Abdoulaye,Match2,4.0
808,Rongier Valentin,Match2,6.0
809,Moutoussamy Samuel,Match2,4.5
810,Andrei Girotto,Match2,5.0
811,Krhin Rene,Match2,
812,Kayembe Joris,Match2,
813,Coco Marcus,Match2,
814,Louza Imran,Match2,5.0
815,Abeid Mehdi,Match2,5.5
816,Bamba Abdoul Kader,Match2,5.0
817,Simon Moses,Match2,
818,Benavente Bristol Cristian,Match2,
819,Blas Ludovic,Match2,
820,Youan Thody Elie,Match2,
821,Kalifa Coulibaly,Match2,5.0
822,Benaglio Diego,Match2,
823,Subasic Danijel,Match2,
824,Lecomte Benjamin,Match2,7.0
825,Sy Seydou,Match2,
826,Panzo Jonathan,Match2,
827,Jemerson,Match2,4.0
828,Aguilar Ruben,Match2,4.0
829,Glik Kamil,Match2,3.0
830,Badiashile Mukinayi Benoit,Match2,5.5
831,Naldo,Match2,
832,Ballo-Toure Fode,Match2,4.0
833,Maripan Guillermo,Match2,
834,Henrichs Benjamin,Match2,
835,Adama Traoré II,Match2,
836,Rony Lopes,Match2,
837,Diop Sofiane,Match2,
838,Adrien Silva,Match2,
839,Golovin Aleksandr,Match2,4.5
840,Fàbregas Cesc,Match2,
841,Gil Dias,Match2,6.5
842,Onyekuru Henry,Match2,3.5
843,Bakayoko Tiemoué,Match2,
844,Boschilia Gabriel,Match2,5.0
845,Jovetic Stevan,Match2,
846,Pellegri Pietro,Match2,
847,Augustin Jean-Kévin,Match2,
848,Geubbels Willem,Match2,
849,Foster Lyle,Match2,5.0
850,Slimani Islam,Match2,
851,Gelson Martins,Match2,5.0
852,Ben Yedder Wissam,Match2,4.5
853,Keita,Match2,5.0
854,Sylla Moussa,Match2,
855,Petkovic Danijel,Match2,
856,Mandrea Anthony,Match2,
857,Butelle Ludovic,Match2,2.0
858,Thomas Romain,Match2,3.0
859,Traoré Ismael,Match2,
860,Manceau Vincent,Match2,2.5
861,Pavlovic Mateo,Match2,1.5
862,Bamba Abdoulaye,Match2,
863,Pellenard Théo,Match2,
864,Cisse Ibrahim,Match2,
865,Ait Nouri Rayan,Match2,3.0
866,Fulgini Angelo,Match2,
867,Mangani Thomas,Match2,2.5
868,Capelle Pierrick,Match2,3.0
869,Pajot Vincent,Match2,4.0
870,Santamaria Baptiste,Match2,3.5
871,Reine-Adélaïde Jeff,Match2,
872,Mancini Anthony,Match2,
873,Pereira Lage,Match2,3.5
874,Bobichon Antonin,Match2,
875,El Melali Farid,Match2,
876,Kanga Wilfried,Match2,4.5
877,Bahoken Stephane,Match2,4.5
878,Alioui Rachid,Match2,3.0
879,Casimir Ninga,Match2,4.0
880,Thioub Sada,Match2,
881,Rúnarsson Rúnar Alex,Match2,6.0
882,Gomis Alfred,Match2,
883,Ntumba Levi,Match2,
884,Lautoa Wesley,Match2,4.5
885,Ecuele Manga Bruno,Match2,4.5
886,Chafik Fouad,Match2,5.0
887,Coulibaly Senou,Match2,5.5
888,Aguerd Nayef,Match2,
889,Barbet Théo,Match2,
890,Muzinga Ngonda,Match2,
891,Mendyl Hamza,Match2,
892,Alphonse Mickaël,Match2,4.5
893,Sammaritano Frederic,Match2,6.0
894,Marié Jordan,Match2,
895,Balmont Florent,Match2,
896,Amalfitano Romain,Match2,4.0
897,Soumaré Bryan,Match2,5.0
898,Mama Baldé,Match2,4.5
899,Matheus Pereira,Match2,
900,Loiodice Enzo,Match2,
901,Ndong Didier,Match2,4.5
902,Tavares Júlio,Match2,4.5
903,Jules Keita,Match2,4.5
904,Philippe Ryan,Match2,
905,Mavididi Stephy,Match2,
906,Cadiz Jhonder,Match2,
907,Chouiar Mounir,Match2,
908,Jeannot Benjamin,Match2,5.0
909,Kamara Bingourou,Match2,
910,Kawashima Eiji,Match2,
911,Sels Matz,Match2,6.0
912,Lala Kenny,Match2,5.0
913,Djiku Alexander,Match2,6.0
914,Ndour Abdallah,Match2,5.0
915,Lebeau Adrien,Match2,
916,Koné Lamine,Match2,
917,Mitrovic Stefan,Match2,5.5
918,Carole Lionel,Match2,
919,Simakan Mohamed,Match2,6.0
920,Martin Jonas,Match2,5.5
921,Lienard Dimitri,Match2,5.0
922,Corgnet Benjamin,Match2,
923,Caci Anthony,Match2,
924,Bellegarde Jean-Ricner,Match2,4.5
925,Thomasson Adrien,Match2,4.0
926,Sissoko Ibrahima,Match2,5.0
927,Zemzemi Moataz,Match2,
928,Zohi Kévin,Match2,
929,Fofana Youssouf,Match2,
930,Prcic Sanjin,Match2,
931,Grimm Jeremy,Match2,
932,Nuno da Costa,Match2,4.0
933,Mothiba Lebo,Match2,4.0
934,Botella Ivann,Match2,
935,Ajorque Ludovic,Match2,4.0
936,Gurtner Régis,Match2,6.0
937,Dreyer Matthieu,Match2,
938,Gendrey Valentin,Match2,
939,Prince,Match2,6.0
940,Bodmer Mathieu,Match2,
941,Aleesami Haitam,Match2,5.0
942,Dibassy Bakaye,Match2,6.0
943,Lefort Jordan,Match2,
944,Sy Sanasi,Match2,
945,Jallet Christophe,Match2,5.5
946,Calabresi Arturo,Match2,
947,Chedjou Aurélien,Match2,
948,Monconduit Thomas,Match2,6.5
949,Zungu Bongani,Match2,5.0
950,Gnahore Eddy,Match2,
951,Timite Cheick,Match2,
952,Blin Alexis,Match2,6.0
953,Kakuta Gaël,Match2,5.5
954,Talal Madih,Match2,4.5
955,Mendoza John Stiven,Match2,
956,Cornette Quentin,Match2,
957,Konaté Moussa,Match2,4.5
958,Diabaté Fousseni,Match2,
959,Ghoddos Saman,Match2,6.0
960,Akolo Chadrac,Match2,6.5
961,Guirassy Sehrou,Match2,6.0
962,Otero Juan Ferney,Match2,
963,Diouf Yehvann,Match2,
964,Lemaître Nicolas,Match2,
965,Rajkovic Predrag,Match2,6.0
966,Konan Ghislain,Match2,
967,Abdelhamid Yunis,Match2,5.5
968,Sissoko Sambou,Match2,
969,Foket Thomas,Match2,5.0
970,Disasi Axel,Match2,5.0
971,Romao Jacques-Alaixys,Match2,5.0
972,Chavalerin Xavier,Match2,6.0
973,Cafaro Mathieu,Match2,
974,Doumbia Moussa,Match2,5.0
975,Oudin Remi,Match2,5.5
976,Mbemba Nolan,Match2,
977,Munetsi Marshall,Match2,
978,Kamara Hassane,Match2,5.0
979,Dia Boulaye,Match2,5.0
980,Berthier Gregory,Match2,
981,Moreto Cassama,Match2,
982,Kutesa Dereck,Match2,
983,Dingome Tristan,Match2,4.5
984,Pinson Virgile,Match2,
985,Mbuku Nathanael,Match2,4.5
986,Nkada Timothee,Match2,
987,Donis Anastasios,Match2,
988,Zeneli Arbër,Match2,
989,Suk Hyun-Jun,Match2,4.0
990,Bernadoni Paul,Match2,4.5
991,Lionel Dias Lucas,Match2,
992,Alakouch Sofiane,Match2,5.0
993,Briancon Anthony,Match2,4.0
994,Landre Loïck,Match2,
995,Paquiez Gaetan,Match2,
996,Miguel Florian,Match2,5.5
997,Martinez Pablo,Match2,4.0
998,Sarr Sidy,Match2,5.0
999,Philippoteaux Romain,Match2,4.5
1000,Valls Theo,Match2,4.0
1001,Duljevic Haris,Match2,5.0
1002,Ferhat Zinedine,Match2,5.0
1003,Bobichon Antonin,Match2,5.0
1004,Sainte Luce Theo,Match2,
1005,Fomba Lamine,Match2,
1006,Deaux Lucas,Match2,
1007,Valdivia Pierrick,Match2,4.0
1008,Depres Clement,Match2,
1009,Denkey Kéivn,Match2,
1010,Ben Amar Sami,Match2,
1011,Ripart Renaud,Match2,5.5
1012,Stojanovski Vlatko,Match2,4.0
1013,Larsonneur Gautier,Match2,6.0
1014,Léon Donovan,Match2,
1015,Castelletto Jean-Charles,Match2,5.0
1016,Bain Denys,Match2,5.0
1017,Chardonnet Brendan,Match2,
1018,Belaud Gaëtan,Match2,
1019,Perraud Romain,Match2,5.0
1020,Faussurier Julien,Match2,5.5
1021,Baal Ludovic,Match2,5.0
1022,Kiki Enangon David,Match2,
1023,Belkebla Haris,Match2,4.5
1024,Diallo Ibrahima,Match2,5.0
1025,N'Goma Ferris,Match2,
1026,Autret Mathias,Match2,6.0
1027,Court Yoann,Match2,5.0
1028,Battocchio Cristian,Match2,5.0
1029,Lasne Paul,Match2,5.0
1030,,Match2,
1031,,Match2,
1032,Charbonnier Gaëtan ,Match2,4.5
1033,Grandsir Samuel,Match2,5.0
1034,Mayi Kévin,Match2,
1035,Osei Yaw Derick,Match2,
1036,Cardona Irvin,Match2,
1037,Mendy Alexandre,Match2,
1038,Oukidja Alexandre,Match2,7.5
1039,Delecroix Paul,Match2,
1040,N'Doram Kevin,Match2,
1041,Boye John,Match2,6.0
1042,Sunzu Stoppila,Match2,6.0
1043,Centonze Fabien,Match2,6.5
1044,Delaine Thomas,Match2,6.0
1045,Fofana Mamdou,Match2,5.0
1046,,Match2,
1047,,Match2,
1048,,Match2,
1049,,Match2,
1050,Cohade Renaud,Match2,7.0
1051,Maïga Habib,Match2,7.0
1052,Boulaya Farid,Match2,6.0
1053,Nguette Opa,Match2,6.0
1054,Gakpa Marvin,Match2,
1055,Angban Victorien,Match2,6.0
1056,Traoré Adama,Match2,
1057,,Match2,
1058,,Match2,
1059,,Match2,
1060,Diallo Habib,Match2,8.0
1061,Niane Ibrahima,Match2,4.5
1062,Ambrose Thierry,Match2,5.0
1063,,Match2,
1064,,Match2,
1065,,Match2,
1066,Pelé Yohann,Match3,
1067,Mandanda Steve,Match3,6.0
1068,González Álvaro,Match3,6.0
1069,Sakai Hiroki,Match3,6.0
1070,Amavi Jordan,Match3,5.0
1071,Kamara Boubacar,Match3,5.0
1072,Perrin Lucas,Match3,
1073,Caleta-Car Duje,Match3,5.0
1074,Sarr Bouna,Match3,5.0
1075,Strootman Kevin,Match3,5.0
1076,Luiz Gustavo,Match3,5.5
1077,Thauvin Florian,Match3,
1078,Lopez Maxime,Match3,5.0
1079,Sanson Morgan,Match3,5.0
1080,Payet Dimitri,Match3,6.0
1081,Chabrolle Florian,Match3,
1082,Aké Marley,Match3,
1083,Khaoui Saif-Eddine,Match3,
1084,Rongier Valentin,Match3,
1085,Radonjic Nemanja,Match3,
1086,Germain Valère,Match3,6.0
1087,Lihadji Isaac,Match3,
1088,Benedetto Dario,Match3,6.5
1089,Lopes Anthony,Match3,6.0
1090,Tatarusanu Ciprian,Match3,
1091,Kone Youssouf,Match3,3.0
1092,Rafael,Match3,
1093,Yanga-Mbiwa Mapou,Match3,
1094,Marçal,Match3,
1095,Marcelo,Match3,
1096,Dubois Léo,Match3,5.0
1097,Denayer Jason,Match3,5.0
1098,Solet Oumar,Match3,
1099,Andersen Joachim,Match3,4.0
1100,Tete Kenny,Match3,5.0
1101,Tousart Lucas,Match3,5.0
1102,Thiago Mendes,Match3,5.0
1103,Terrier Martin,Match3,5.0
1104,Jean Lucas,Match3,
1105,Reine-Adélaïde Jeff,Match3,
1106,Aouar Houssem,Match3,5.5
1107,Depay Memphis,Match3,5.0
1108,Traoré Bertrand,Match3,5.0
1109,Gouiri Amine,Match3,
1110,Dembele Moussa,Match3,4.0
1111,Cornet Maxwel,Match3,5.0
1112,Areola Alphonse,Match3,4.5
1113,Bulka Marcin,Match3,
1114,Rico Sergio,Match3,
1115,Navas Keylor,Match3,
1116,Thiago Silva,Match3,6.0
1117,Marquinhos,Match3,7.5
1118,Diallo Abdou,Match3,5.5
1119,Kimpembe Presnel,Match3,
1120,Kurzawa Layvin,Match3,
1121,Dagba Colin,Match3,6.0
1122,Kehrer Thilo,Match3,
1123,Bernat Juan,Match3,6.5
1124,Bakker Mitchel,Match3,
1125,Mbe Soh Loïc,Match3,
1126,Meunier Thomas,Match3,
1127,Verratti Marco,Match3,7.0
1128,Sarabia Pablo,Match3,6.0
1129,Di María Ángel,Match3,7.0
1130,Herrera Ander,Match3,
1131,Draxler Julian,Match3,
1132,Choupo-Moting Eric Maxim,Match3,8.0
1133,Paredes Leandro,Match3,
1134,Gueye Idrissa,Match3,7.0
1135,Aouchiche Adil,Match3,
1136,Cavani Edinson,Match3,4.0
1137,Neymar,Match3,
1138,Icardi Mauro,Match3,
1139,Jesé,Match3,
1140,Mbappé Kylian,Match3,5.5
1141,Cardinale Yoan,Match3,
1142,Benítez Walter,Match3,5.5
1143,Clementia Yannis,Match3,
1144,Cisse Ibrahim,Match3,5.5
1145,Sarr Malang,Match3,
1146,Dante,Match3,4.5
1147,Coly Racine,Match3,
1148,Herelle Christophe,Match3,4.0
1149,Atal Youcef,Match3,5.0
1150,Pelmard Andy,Match3,3.5
1151,Lloris Gautier,Match3,
1152,Burner Patrick,Match3,4.5
1153,Lusamba Arnaud,Match3,5.5
1154,Walter Remi,Match3,
1155,Cyprien Wylan,Match3,6.0
1156,Lees-Melou Pierre,Match3,6.0
1157,Tameze Adrien,Match3,4.5
1158,Srarfi Bassem,Match3,
1159,Kephren Thuram,Match3,
1160,Boudaoui Hichem,Match3,
1161,Danilo,Match3,
1162,Sylvestre Eddy,Match3,
1163,N'Soki Stanley,Match3,
1164,Ounas Adam,Match3,
1165,Claude Maurice Alexis,Match3,
1166,Pedro  Brazao,Match3,
1167,Sacko Ihsan,Match3,4.0
1168,Le Bihan Mickael,Match3,4.5
1169,Diaby Mohamed Lamine,Match3,
1170,Maolida Myziane,Match3,
1171,Dolberg Kasper,Match3,
1172,Ganago Ignatius,Match3,6.0
1173,,Match3,4.909090909090909
1174,Ruffier Stéphane,Match3,5.5
1175,Bajic Stefan,Match3,
1176,Moulin Jessy,Match3,
1177,Perrin Loic,Match3,4.5
1178,Nade Mickael,Match3,
1179,Saliba William,Match3,
1180,Gabriel Silva,Match3,
1181,Moukoudi Harold,Match3,4.5
1182,Trauco Miguel,Match3,
1183,Palencia Sergi,Match3,
1184,Kolodziejczak Timothée,Match3,4.5
1185,Debuchy Mathieu,Match3,3.0
1186,Hamouma Romain,Match3,5.0
1187,Khazri Wahbi,Match3,3.0
1188,Nordin Arnaud,Match3,4.0
1189,Youssouf Zaydou,Match3,
1190,Bouanga Denis,Match3,5.0
1191,Cabaye Yohan,Match3,
1192,Sissoko Nelson,Match3,
1193,Fofana Wesley,Match3,
1194,Boudebouz Ryad,Match3,3.5
1195,Aholou Jean Eudes,Match3,4.5
1196,M'Vila Yann,Match3,3.5
1197,Monnet-Paquet Kévin,Match3,
1198,Diony Lois,Match3,4.5
1199,Beric Robert,Match3,5.0
1200,Abi Charles,Match3,
1201,Honorat Franck,Match3,
1202,Maignan Mike,Match3,6.5
1203,Léo Jardim,Match3,
1204,Soumaoro Adama,Match3,5.0
1205,Zeki Celik Mehmet,Match3,7.0
1206,José Fonte,Match3,6.0
1207,Gabriel,Match3,5.5
1208,Pied Jérémy,Match3,
1209,Agouzoul Saad,Match3,
1210,Tiago Djalo,Match3,6.0
1211,Bradaric Domagoj,Match3,7.0
1212,Reinildo,Match3,
1213,André Benjamin,Match3,7.0
1214,Xeka,Match3,
1215,Soumaré Boubakary,Match3,
1216,Bamba Jonathan,Match3,8.0
1217,Ikoné Jonathan,Match3,6.0
1218,Zekaj Arton,Match3,
1219,Yazici Yusuf,Match3,6.0
1220,Renato Sanches,Match3,
1221,Niasse Cheikh,Match3,5.0
1222,Thiago Maia,Match3,
1223,Luiz Araujo,Match3,
1224,Weah Timothy,Match3,
1225,Osimhen Victor,Match3,8.0
1226,Ouattara Abou,Match3,
1227,Remy Loïc,Match3,3.5
1228,Costil Benoit,Match3,6.0
1229,Poussin Gaetan,Match3,
1230,Rouyard Davy,Match3,
1231,Poundjé Maxime,Match3,
1232,Sabaly Youssouf,Match3,
1233,Kwateng Enock,Match3,6.5
1234,Benito Loris,Match3,6.5
1235,Mexer,Match3,6.0
1236,Baysse Paul,Match3,
1237,Pablo,Match3,6.0
1238,Bellanova Raoul,Match3,
1239,Koscielny Laurent,Match3,5.5
1240,Jovanovic Vukasin,Match3,
1241,Otávio,Match3,6.0
1242,Tchouameni Aurelien,Match3,6.0
1243,Basic Toma,Match3,
1244,Adli Yacine,Match3,
1245,Lottin Albert-Nicolas,Match3,
1246,Benrahou Yassine,Match3,5.0
1247,Aït Bennasser Youssef,Match3,
1248,Sankharé Younousse,Match3,
1249,Hwang Ui-jo,Match3,6.5
1250,Kamano Francois,Match3,
1251,de Preville Nicolas,Match3,5.5
1252,Kalu Samuel,Match3,5.5
1253,Jonathan Cafu,Match3,
1254,Maja Josh,Match3,4.0
1255,Briand Jimmy,Match3,4.5
1256,Carvalho Matis,Match3,
1257,Rulli Geronimo,Match3,6.5
1258,Bertaud Dimitry,Match3,
1259,Congré Daniel,Match3,
1260,Hilton,Match3,6.0
1261,Pedro Mendes,Match3,6.0
1262,Souquet Arnaud,Match3,7.0
1263,Cozza Nicolas,Match3,6.0
1264,Le Tallec Damien,Match3,5.0
1265,Suarez Mathias,Match3,
1266,Oyongo Ambroise,Match3,5.0
1267,Ristic Mihailo,Match3,5.0
1268,Dolly Keagan,Match3,5.0
1269,Píriz Facundo,Match3,
1270,Junior Sambia,Match3,
1271,Mollet Florent,Match3,6.0
1272,Savanier Téji,Match3,
1273,Boutobba Bilal,Match3,
1274,Chotard Joris,Match3,
1275,Ferri Jordan,Match3,7.0
1276,Camara Souleymane,Match3,
1277,Laborde Gaetan,Match3,6.0
1278,Skuletic Petar,Match3,
1279,Delort Andy,Match3,4.5
1280,Reynet Baptiste,Match3,7.5
1281,Goicoechea Mauro,Match3,
1282,Amian Kelvin,Match3,3.5
1283,Sylla Issiaga,Match3,3.5
1284,Rogel Agustin,Match3,
1285,Moreira Steven,Match3,4.0
1286,Diakite Bafode,Match3,3.5
1287,Shoji Gen,Match3,
1288,Goncalves Mathieu,Match3,2.0
1289,Isimat-Mirin Nicolas,Match3,
1290,Diarra Moussa,Match3,
1291,Vainqueur William,Match3,4.0
1292,Sangaré Ibrahim,Match3,4.0
1293,Makengo Jean-Victor,Match3,3.5
1294,Dossevi Mathieu,Match3,4.5
1295,Sidibe Kalidou,Match3,
1296,Kone Kouadio,Match3,
1297,Boisgard Quentin,Match3,
1298,N'Goumou Minpol Nathan,Match3,
1299,Jean Corentin,Match3,
1300,Gradel Max,Match3,4.5
1301,Koulouris Efthymis,Match3,3.5
1302,Leya Iseka Aaron,Match3,4.0
1303,Said Wesley,Match3,4.0
1304,Sanogo Yaya,Match3,
1305,Mendy Edouard,Match3,8.0
1306,Salin Romain,Match3,
1307,Morel Jeremy,Match3,5.5
1308,Hamari Traoré,Match3,6.0
1309,Nyamsi Gerzino,Match3,5.0
1310,Da Silva Damien,Match3,6.0
1311,Doumbia Souleyman,Match3,
1312,Boey Sacha,Match3,
1313,Gnagnon Joris,Match3,
1314,Gelin Jeremy,Match3,6.0
1315,Hunou Adrien,Match3,
1316,Tait Flavien,Match3,
1317,Bourigeaud Benjamin,Match3,6.5
1318,Faitout Maouassa,Match3,4.0
1319,Lea Siliki James,Match3,4.5
1320,Grenier Clément,Match3,7.0
1321,Johansson Jakob,Match3,
1322,Camavinga Eduardo,Match3,6.0
1323,Guitane Rafik,Match3,
1324,Martin Jonas,Match3,
1325,Del Castillo Romain,Match3,4.0
1326,Jordan Siebatcheu,Match3,4.0
1327,Niang M'Baye,Match3,7.0
1328,Raphinha,Match3,
1329,Sakho Diafra,Match3,
1330,Petric Denis,Match3,
1331,Lafont Alban,Match3,4.0
1332,Olliero Alexandre,Match3,
1333,Appiah Dennis,Match3,
1334,Wagué Molla,Match3,
1335,Lucas Lima,Match3,5.0
1336,Fabio,Match3,5.5
1337,Charles Traoré,Match3,
1338,Basila Thomas,Match3,
1339,Pallois Nicolas,Match3,5.0
1340,Touré Abdoulaye,Match3,5.5
1341,Rongier Valentin,Match3,7.5
1342,Moutoussamy Samuel,Match3,
1343,Andrei Girotto,Match3,5.5
1344,Krhin Rene,Match3,
1345,Kayembe Joris,Match3,
1346,Coco Marcus,Match3,
1347,Louza Imran,Match3,6.0
1348,Abeid Mehdi,Match3,6.0
1349,Bamba Abdoul Kader,Match3,7.0
1350,Simon Moses,Match3,6.0
1351,Benavente Bristol Cristian,Match3,
1352,Blas Ludovic,Match3,
1353,Youan Thody Elie,Match3,
1354,Kalifa Coulibaly,Match3,6.0
1355,Benaglio Diego,Match3,
1356,Subasic Danijel,Match3,
1357,Lecomte Benjamin,Match3,4.5
1358,Sy Seydou,Match3,
1359,Panzo Jonathan,Match3,5.0
1360,Jemerson,Match3,3.5
1361,Aguilar Ruben,Match3,
1362,Glik Kamil,Match3,4.0
1363,Badiashile Mukinayi Benoit,Match3,4.5
1364,Naldo,Match3,
1365,Ballo-Toure Fode,Match3,5.0
1366,Maripan Guillermo,Match3,
1367,Henrichs Benjamin,Match3,
1368,Adama Traoré II,Match3,5.0
1369,Rony Lopes,Match3,
1370,Diop Sofiane,Match3,
1371,Adrien Silva,Match3,5.0
1372,Golovin Aleksandr,Match3,4.5
1373,Fàbregas Cesc,Match3,
1374,Gil Dias,Match3,4.5
1375,Onyekuru Henry,Match3,5.5
1376,Bakayoko Tiemoué,Match3,
1377,Boschilia Gabriel,Match3,
1378,Jovetic Stevan,Match3,
1379,Pellegri Pietro,Match3,
1380,Augustin Jean-Kévin,Match3,
1381,Geubbels Willem,Match3,
1382,Foster Lyle,Match3,
1383,Slimani Islam,Match3,6.0
1384,Gelson Martins,Match3,6.0
1385,Ben Yedder Wissam,Match3,6.5
1386,Keita,Match3,
1387,Sylla Moussa,Match3,
1388,Petkovic Danijel,Match3,
1389,Mandrea Anthony,Match3,
1390,Butelle Ludovic,Match3,6.0
1391,Thomas Romain,Match3,6.0
1392,Traoré Ismael,Match3,6.0
1393,Manceau Vincent,Match3,
1394,Pavlovic Mateo,Match3,
1395,Bamba Abdoulaye,Match3,6.0
1396,Pellenard Théo,Match3,
1397,Cisse Ibrahim,Match3,
1398,Ait Nouri Rayan,Match3,6.5
1399,Fulgini Angelo,Match3,
1400,Mangani Thomas,Match3,5.5
1401,Capelle Pierrick,Match3,7.0
1402,Pajot Vincent,Match3,4.5
1403,Santamaria Baptiste,Match3,7.5
1404,Reine-Adélaïde Jeff,Match3,
1405,Mancini Anthony,Match3,
1406,Pereira Lage,Match3,7.0
1407,Bobichon Antonin,Match3,
1408,El Melali Farid,Match3,7.0
1409,Kanga Wilfried,Match3,
1410,Bahoken Stephane,Match3,4.0
1411,Alioui Rachid,Match3,6.0
1412,Casimir Ninga,Match3,4.0
1413,Thioub Sada,Match3,
1414,Rúnarsson Rúnar Alex,Match3,4.0
1415,Gomis Alfred,Match3,
1416,Ntumba Levi,Match3,
1417,Lautoa Wesley,Match3,5.0
1418,Ecuele Manga Bruno,Match3,4.5
1419,Chafik Fouad,Match3,
1420,Coulibaly Senou,Match3,4.0
1421,Aguerd Nayef,Match3,
1422,Barbet Théo,Match3,
1423,Muzinga Ngonda,Match3,4.0
1424,Mendyl Hamza,Match3,
1425,Alphonse Mickaël,Match3,6.0
1426,Sammaritano Frederic,Match3,5.0
1427,Marié Jordan,Match3,
1428,Balmont Florent,Match3,
1429,Amalfitano Romain,Match3,4.5
1430,Soumaré Bryan,Match3,5.0
1431,Mama Baldé,Match3,4.0
1432,Matheus Pereira,Match3,
1433,Loiodice Enzo,Match3,4.5
1434,Ndong Didier,Match3,3.5
1435,Tavares Júlio,Match3,
1436,Jules Keita,Match3,4.5
1437,Philippe Ryan,Match3,4.5
1438,Mavididi Stephy,Match3,
1439,Cadiz Jhonder,Match3,
1440,Chouiar Mounir,Match3,
1441,Jeannot Benjamin,Match3,
1442,Kamara Bingourou,Match3,
1443,Kawashima Eiji,Match3,
1444,Sels Matz,Match3,4.0
1445,Lala Kenny,Match3,5.0
1446,Djiku Alexander,Match3,4.0
1447,Ndour Abdallah,Match3,4.0
1448,Lebeau Adrien,Match3,5.0
1449,Koné Lamine,Match3,4.0
1450,Mitrovic Stefan,Match3,
1451,Carole Lionel,Match3,3.5
1452,Simakan Mohamed,Match3,4.5
1453,Martin Jonas,Match3,4.0
1454,Lienard Dimitri,Match3,
1455,Corgnet Benjamin,Match3,4.0
1456,Caci Anthony,Match3,
1457,Bellegarde Jean-Ricner,Match3,4.5
1458,Thomasson Adrien,Match3,
1459,Sissoko Ibrahima,Match3,
1460,Zemzemi Moataz,Match3,5.0
1461,Zohi Kévin,Match3,
1462,Fofana Youssouf,Match3,
1463,Prcic Sanjin,Match3,
1464,Grimm Jeremy,Match3,
1465,Nuno da Costa,Match3,5.5
1466,Mothiba Lebo,Match3,4.5
1467,Botella Ivann,Match3,
1468,Ajorque Ludovic,Match3,
1469,Gurtner Régis,Match3,5.5
1470,Dreyer Matthieu,Match3,
1471,Gendrey Valentin,Match3,
1472,Prince,Match3,4.5
1473,Bodmer Mathieu,Match3,
1474,Aleesami Haitam,Match3,4.0
1475,Dibassy Bakaye,Match3,4.0
1476,Lefort Jordan,Match3,4.5
1477,Sy Sanasi,Match3,
1478,Jallet Christophe,Match3,4.5
1479,Calabresi Arturo,Match3,
1480,Chedjou Aurélien,Match3,
1481,Monconduit Thomas,Match3,5.0
1482,Zungu Bongani,Match3,6.5
1483,Gnahore Eddy,Match3,
1484,Timite Cheick,Match3,5.0
1485,Blin Alexis,Match3,6.0
1486,Kakuta Gaël,Match3,5.0
1487,Talal Madih,Match3,
1488,Mendoza John Stiven,Match3,
1489,Cornette Quentin,Match3,
1490,Konaté Moussa,Match3,4.5
1491,Diabaté Fousseni,Match3,
1492,Ghoddos Saman,Match3,
1493,Akolo Chadrac,Match3,4.5
1494,Guirassy Sehrou,Match3,6.5
1495,Otero Juan Ferney,Match3,
1496,Diouf Yehvann,Match3,
1497,Lemaître Nicolas,Match3,
1498,Rajkovic Predrag,Match3,5.5
1499,Konan Ghislain,Match3,4.5
1500,Abdelhamid Yunis,Match3,5.0
1501,Sissoko Sambou,Match3,
1502,Foket Thomas,Match3,5.0
1503,Disasi Axel,Match3,4.5
1504,Romao Jacques-Alaixys,Match3,5.0
1505,Chavalerin Xavier,Match3,5.0
1506,Cafaro Mathieu,Match3,
1507,Doumbia Moussa,Match3,5.0
1508,Oudin Remi,Match3,5.5
1509,Mbemba Nolan,Match3,
1510,Munetsi Marshall,Match3,
1511,Kamara Hassane,Match3,
1512,Dia Boulaye,Match3,4.0
1513,Berthier Gregory,Match3,
1514,Moreto Cassama,Match3,
1515,Kutesa Dereck,Match3,
1516,Dingome Tristan,Match3,4.0
1517,Pinson Virgile,Match3,
1518,Mbuku Nathanael,Match3,5.0
1519,Nkada Timothee,Match3,
1520,Donis Anastasios,Match3,
1521,Zeneli Arbër,Match3,
1522,Suk Hyun-Jun,Match3,4.0
1523,Bernadoni Paul,Match3,5.0
1524,Lionel Dias Lucas,Match3,
1525,Alakouch Sofiane,Match3,4.0
1526,Briancon Anthony,Match3,
1527,Landre Loïck,Match3,5.5
1528,Paquiez Gaetan,Match3,4.5
1529,Miguel Florian,Match3,4.0
1530,Martinez Pablo,Match3,
1531,Sarr Sidy,Match3,4.5
1532,Philippoteaux Romain,Match3,7.0
1533,Valls Theo,Match3,4.5
1534,Duljevic Haris,Match3,5.0
1535,Ferhat Zinedine,Match3,7.5
